uid,name,only_win
051d751b04869a2001ee280d96598ced,"XAPADS_cookie_sync",true
029b1abc0a4e8132129fe08720fd462b,"OPERA_cookie_sync",true
3b694cfc1edd73d5b2bd13eb7d8e4778,"ADYSSEUM_cookie_sync",true
